Site_Name,Site_ID,datetime,Qout_cfs,USGS_MeanSRP_mgL,USGS_MeanSRP_lbday,USGS_MeanTotP_lbday,USGS_MeanTotP_mgL
Pheasant Branch,USGS_5427948,12/28/1984,91,,,,
Pheasant Branch,USGS_5427948,12/29/1984,26,,,,
Pheasant Branch,USGS_5427948,12/30/1984,5.6,,,,
Pheasant Branch,USGS_5427948,12/31/1984,3.6,,,,
Pheasant Branch,USGS_5427948,1/1/1985,2.9,,,,
Pheasant Branch,USGS_5427948,1/2/1985,2.8,,,,
Pheasant Branch,USGS_5427948,1/3/1985,2.4,,,,
Pheasant Branch,USGS_5427948,1/4/1985,2.3,,,,
Pheasant Branch,USGS_5427948,1/5/1985,2.2,,,,
Pheasant Branch,USGS_5427948,1/6/1985,2.1,,,,
Pheasant Branch,USGS_5427948,1/7/1985,2,,,,
Pheasant Branch,USGS_5427948,1/8/1985,1.8,,,,
Pheasant Branch,USGS_5427948,1/9/1985,1.7,,,,
Pheasant Branch,USGS_5427948,1/10/1985,1.7,,,,
Pheasant Branch,USGS_5427948,1/11/1985,1.6,,,,
Pheasant Branch,USGS_5427948,1/12/1985,1.6,,,,
Pheasant Branch,USGS_5427948,1/13/1985,1.6,,,,
Pheasant Branch,USGS_5427948,1/14/1985,1.6,,,,
Pheasant Branch,USGS_5427948,1/15/1985,1.5,,,,
Pheasant Branch,USGS_5427948,1/16/1985,1.5,,,,
Pheasant Branch,USGS_5427948,1/17/1985,1.5,,,,
Pheasant Branch,USGS_5427948,1/18/1985,1.5,,,,
Pheasant Branch,USGS_5427948,1/19/1985,1.4,,,,
Pheasant Branch,USGS_5427948,1/20/1985,1.2,,,,
Pheasant Branch,USGS_5427948,1/21/1985,1.2,,,,
Pheasant Branch,USGS_5427948,1/22/1985,1.2,,,,
Pheasant Branch,USGS_5427948,1/23/1985,1.2,,,,
Pheasant Branch,USGS_5427948,1/24/1985,1.2,,,,
Pheasant Branch,USGS_5427948,1/25/1985,1.2,,,,
Pheasant Branch,USGS_5427948,1/26/1985,1.2,,,,
Pheasant Branch,USGS_5427948,1/27/1985,1.2,,,,
Pheasant Branch,USGS_5427948,1/28/1985,1.1,,,,
Pheasant Branch,USGS_5427948,1/29/1985,1.1,,,,
Pheasant Branch,USGS_5427948,1/30/1985,1.1,,,,
Pheasant Branch,USGS_5427948,1/31/1985,1,,,,
Pheasant Branch,USGS_5427948,2/1/1985,1,,,,
Pheasant Branch,USGS_5427948,2/2/1985,1,,,,
Pheasant Branch,USGS_5427948,2/3/1985,1,,,,
Pheasant Branch,USGS_5427948,2/4/1985,1,,,,
Pheasant Branch,USGS_5427948,2/5/1985,1,,,,
Pheasant Branch,USGS_5427948,2/6/1985,1,,,,
Pheasant Branch,USGS_5427948,2/7/1985,1,,,,
Pheasant Branch,USGS_5427948,2/8/1985,1,,,,
Pheasant Branch,USGS_5427948,2/9/1985,1,,,,
Pheasant Branch,USGS_5427948,2/10/1985,1,,,,
Pheasant Branch,USGS_5427948,2/11/1985,1,,,,
Pheasant Branch,USGS_5427948,2/12/1985,1,,,,
Pheasant Branch,USGS_5427948,2/13/1985,0.98,,,,
Pheasant Branch,USGS_5427948,2/14/1985,0.98,,,,
Pheasant Branch,USGS_5427948,2/15/1985,0.98,,,,
Pheasant Branch,USGS_5427948,2/16/1985,0.96,,,,
Pheasant Branch,USGS_5427948,2/17/1985,0.96,,,,
Pheasant Branch,USGS_5427948,2/18/1985,0.94,,,,
Pheasant Branch,USGS_5427948,2/19/1985,0.9,,,,
Pheasant Branch,USGS_5427948,2/20/1985,1.2,,,,
Pheasant Branch,USGS_5427948,2/21/1985,13,,,,
Pheasant Branch,USGS_5427948,2/22/1985,120,,,,
Pheasant Branch,USGS_5427948,2/23/1985,130,,,,
Pheasant Branch,USGS_5427948,2/24/1985,140,,,,
Pheasant Branch,USGS_5427948,2/25/1985,41,,,,
Pheasant Branch,USGS_5427948,2/26/1985,25,,,,
Pheasant Branch,USGS_5427948,2/27/1985,11,,,,
Pheasant Branch,USGS_5427948,2/28/1985,10,,,,
Pheasant Branch,USGS_5427948,3/1/1985,18,,,,
Pheasant Branch,USGS_5427948,3/2/1985,9.5,,,,
Pheasant Branch,USGS_5427948,3/3/1985,4,,,,
Pheasant Branch,USGS_5427948,3/4/1985,3.5,,,,
Pheasant Branch,USGS_5427948,3/5/1985,3.1,,,,
Pheasant Branch,USGS_5427948,3/6/1985,2.7,,,,
Pheasant Branch,USGS_5427948,3/7/1985,2.9,,,,
Pheasant Branch,USGS_5427948,3/8/1985,19,,,,
Pheasant Branch,USGS_5427948,3/9/1985,53,,,,
Pheasant Branch,USGS_5427948,3/10/1985,32,,,,
Pheasant Branch,USGS_5427948,3/11/1985,17,,,,
Pheasant Branch,USGS_5427948,3/12/1985,12,,,,
Pheasant Branch,USGS_5427948,3/13/1985,11,,,,
Pheasant Branch,USGS_5427948,3/14/1985,7.5,,,,
Pheasant Branch,USGS_5427948,3/15/1985,4.7,,,,
Pheasant Branch,USGS_5427948,3/16/1985,4.3,,,,
Pheasant Branch,USGS_5427948,3/17/1985,3.7,,,,
Pheasant Branch,USGS_5427948,3/18/1985,4.2,,,,
Pheasant Branch,USGS_5427948,3/19/1985,4.5,,,,
Pheasant Branch,USGS_5427948,3/20/1985,3.7,,,,
Pheasant Branch,USGS_5427948,3/21/1985,3,,,,
Pheasant Branch,USGS_5427948,3/22/1985,2.8,,,,
Pheasant Branch,USGS_5427948,3/23/1985,3,,,,
Pheasant Branch,USGS_5427948,3/24/1985,3.9,,,,
Pheasant Branch,USGS_5427948,3/25/1985,3.9,,,,
Pheasant Branch,USGS_5427948,3/26/1985,3.5,,,,
Pheasant Branch,USGS_5427948,3/27/1985,3.8,,,,
Pheasant Branch,USGS_5427948,3/28/1985,11,,,,
Pheasant Branch,USGS_5427948,3/29/1985,6.3,,,,
Pheasant Branch,USGS_5427948,3/30/1985,4.1,,,,
Pheasant Branch,USGS_5427948,3/31/1985,8.4,,,,
Pheasant Branch,USGS_5427948,4/1/1985,11,,,,
Pheasant Branch,USGS_5427948,4/2/1985,8.3,,,,
Pheasant Branch,USGS_5427948,4/3/1985,5.2,,,,
Pheasant Branch,USGS_5427948,4/4/1985,12,,,,
Pheasant Branch,USGS_5427948,4/5/1985,12,,,,
Pheasant Branch,USGS_5427948,4/6/1985,13,,,,
Pheasant Branch,USGS_5427948,4/7/1985,5.8,,,,
Pheasant Branch,USGS_5427948,4/8/1985,4.1,,,,
Pheasant Branch,USGS_5427948,4/9/1985,4,,,,
Pheasant Branch,USGS_5427948,4/10/1985,3.8,,,,
Pheasant Branch,USGS_5427948,4/11/1985,3.4,,,,
Pheasant Branch,USGS_5427948,4/12/1985,3.2,,,,
Pheasant Branch,USGS_5427948,4/13/1985,2.9,,,,
Pheasant Branch,USGS_5427948,4/14/1985,3.1,,,,
Pheasant Branch,USGS_5427948,4/15/1985,2.8,,,,
Pheasant Branch,USGS_5427948,4/16/1985,2.5,,,,
Pheasant Branch,USGS_5427948,4/17/1985,2.3,,,,
Pheasant Branch,USGS_5427948,4/18/1985,2.3,,,,
Pheasant Branch,USGS_5427948,4/19/1985,2.1,,,,
Pheasant Branch,USGS_5427948,4/20/1985,2,,,,
Pheasant Branch,USGS_5427948,4/21/1985,1.9,,,,
Pheasant Branch,USGS_5427948,4/22/1985,1.8,,,,
Pheasant Branch,USGS_5427948,4/23/1985,2.3,,,,
Pheasant Branch,USGS_5427948,4/24/1985,2,,,,
Pheasant Branch,USGS_5427948,4/25/1985,1.9,,,,
Pheasant Branch,USGS_5427948,4/26/1985,1.8,,,,
Pheasant Branch,USGS_5427948,4/27/1985,1.8,,,,
Pheasant Branch,USGS_5427948,4/28/1985,1.8,,,,
Pheasant Branch,USGS_5427948,4/29/1985,1.7,,,,
Pheasant Branch,USGS_5427948,4/30/1985,1.7,,,,
Pheasant Branch,USGS_5427948,5/1/1985,1.7,,,,
Pheasant Branch,USGS_5427948,5/2/1985,1.6,,,,
Pheasant Branch,USGS_5427948,5/3/1985,1.6,,,,
Pheasant Branch,USGS_5427948,5/4/1985,1.6,,,,
Pheasant Branch,USGS_5427948,5/5/1985,1.6,,,,
Pheasant Branch,USGS_5427948,5/6/1985,1.6,,,,
Pheasant Branch,USGS_5427948,5/7/1985,1.5,,,,
Pheasant Branch,USGS_5427948,5/8/1985,1.4,,,,
Pheasant Branch,USGS_5427948,5/9/1985,1.4,,,,
Pheasant Branch,USGS_5427948,5/10/1985,1.4,,,,
Pheasant Branch,USGS_5427948,5/11/1985,1.6,,,,
Pheasant Branch,USGS_5427948,5/12/1985,2.2,,,,
Pheasant Branch,USGS_5427948,5/13/1985,1.5,,,,
Pheasant Branch,USGS_5427948,5/14/1985,2.7,,,,
Pheasant Branch,USGS_5427948,5/15/1985,4.7,,,,
Pheasant Branch,USGS_5427948,5/16/1985,1.9,,,,
Pheasant Branch,USGS_5427948,5/17/1985,1.8,,,,
Pheasant Branch,USGS_5427948,5/18/1985,1.7,,,,
Pheasant Branch,USGS_5427948,5/19/1985,1.6,,,,
Pheasant Branch,USGS_5427948,5/20/1985,1.6,,,,
Pheasant Branch,USGS_5427948,5/21/1985,1.4,,,,
Pheasant Branch,USGS_5427948,5/22/1985,1.3,,,,
Pheasant Branch,USGS_5427948,5/23/1985,1.4,,,,
Pheasant Branch,USGS_5427948,5/24/1985,1.8,,,,
Pheasant Branch,USGS_5427948,5/25/1985,2.1,,,,
Pheasant Branch,USGS_5427948,5/26/1985,3.9,,,,
Pheasant Branch,USGS_5427948,5/27/1985,4.7,,,,
Pheasant Branch,USGS_5427948,5/28/1985,2.1,,,,
Pheasant Branch,USGS_5427948,5/29/1985,1.9,,,,
Pheasant Branch,USGS_5427948,5/30/1985,2.4,,,,
Pheasant Branch,USGS_5427948,5/31/1985,2.1,,,,
Pheasant Branch,USGS_5427948,6/1/1985,1.8,,,,
Pheasant Branch,USGS_5427948,6/2/1985,1.7,,,,
Pheasant Branch,USGS_5427948,6/3/1985,1.6,,,,
Pheasant Branch,USGS_5427948,6/4/1985,1.6,,,,
Pheasant Branch,USGS_5427948,6/5/1985,1.6,,,,
Pheasant Branch,USGS_5427948,6/6/1985,1.4,,,,
Pheasant Branch,USGS_5427948,6/7/1985,1.5,,,,
Pheasant Branch,USGS_5427948,6/8/1985,1.5,,,,
Pheasant Branch,USGS_5427948,6/9/1985,1.4,,,,
Pheasant Branch,USGS_5427948,6/10/1985,1.5,,,,
Pheasant Branch,USGS_5427948,6/11/1985,1.5,,,,
Pheasant Branch,USGS_5427948,6/12/1985,1.5,,,,
Pheasant Branch,USGS_5427948,6/13/1985,1.6,,,,
Pheasant Branch,USGS_5427948,6/14/1985,1.5,,,,
Pheasant Branch,USGS_5427948,6/15/1985,3.2,,,,
Pheasant Branch,USGS_5427948,6/16/1985,1.7,,,,
Pheasant Branch,USGS_5427948,6/17/1985,1.7,,,,
Pheasant Branch,USGS_5427948,6/18/1985,1.7,,,,
Pheasant Branch,USGS_5427948,6/19/1985,1.7,,,,
Pheasant Branch,USGS_5427948,6/20/1985,1.7,,,,
Pheasant Branch,USGS_5427948,6/21/1985,2.3,,,,
Pheasant Branch,USGS_5427948,6/22/1985,4.4,,,,
Pheasant Branch,USGS_5427948,6/23/1985,1.6,,,,
Pheasant Branch,USGS_5427948,6/24/1985,1.4,,,,
Pheasant Branch,USGS_5427948,6/25/1985,1.3,,,,
Pheasant Branch,USGS_5427948,6/26/1985,1.3,,,,
Pheasant Branch,USGS_5427948,6/27/1985,3.6,,,,
Pheasant Branch,USGS_5427948,6/28/1985,5.5,,,,
Pheasant Branch,USGS_5427948,6/29/1985,9.1,,,,
Pheasant Branch,USGS_5427948,6/30/1985,14,,,,
Pheasant Branch,USGS_5427948,7/1/1985,3,,,,
Pheasant Branch,USGS_5427948,7/2/1985,2.2,,,,
Pheasant Branch,USGS_5427948,7/3/1985,1.8,,,,
Pheasant Branch,USGS_5427948,7/4/1985,1.7,,,,
Pheasant Branch,USGS_5427948,7/5/1985,1.6,,,,
Pheasant Branch,USGS_5427948,7/6/1985,1.6,,,,
Pheasant Branch,USGS_5427948,7/7/1985,1.5,,,,
Pheasant Branch,USGS_5427948,7/8/1985,1.5,,,,
Pheasant Branch,USGS_5427948,7/9/1985,1.4,,,,
Pheasant Branch,USGS_5427948,7/10/1985,1.4,,,,
Pheasant Branch,USGS_5427948,7/11/1985,1.4,,,,
Pheasant Branch,USGS_5427948,7/12/1985,1.4,,,,
Pheasant Branch,USGS_5427948,7/13/1985,1.4,,,,
Pheasant Branch,USGS_5427948,7/14/1985,1.3,,,,
Pheasant Branch,USGS_5427948,7/15/1985,1.1,,,,
Pheasant Branch,USGS_5427948,7/16/1985,0.91,,,,
Pheasant Branch,USGS_5427948,7/17/1985,0.92,,,,
Pheasant Branch,USGS_5427948,7/18/1985,0.91,,,,
Pheasant Branch,USGS_5427948,7/19/1985,1.1,,,,
Pheasant Branch,USGS_5427948,7/20/1985,1.1,,,,
Pheasant Branch,USGS_5427948,7/21/1985,0.93,,,,
Pheasant Branch,USGS_5427948,7/22/1985,0.94,,,,
Pheasant Branch,USGS_5427948,7/23/1985,0.88,,,,
Pheasant Branch,USGS_5427948,7/24/1985,5.8,,,,
Pheasant Branch,USGS_5427948,7/25/1985,310,,,,
Pheasant Branch,USGS_5427948,7/26/1985,45,,,,
Pheasant Branch,USGS_5427948,7/27/1985,14,,,,
Pheasant Branch,USGS_5427948,7/28/1985,6.4,,,,
Pheasant Branch,USGS_5427948,7/29/1985,4.1,,,,
Pheasant Branch,USGS_5427948,7/30/1985,3.2,,,,
Pheasant Branch,USGS_5427948,7/31/1985,3.2,,,,
Pheasant Branch,USGS_5427948,8/1/1985,2.7,,,,
Pheasant Branch,USGS_5427948,8/2/1985,2.2,,,,
Pheasant Branch,USGS_5427948,8/3/1985,2,,,,
Pheasant Branch,USGS_5427948,8/4/1985,1.9,,,,
Pheasant Branch,USGS_5427948,8/5/1985,1.9,,,,
Pheasant Branch,USGS_5427948,8/6/1985,1.8,,,,
Pheasant Branch,USGS_5427948,8/7/1985,1.8,,,,
Pheasant Branch,USGS_5427948,8/8/1985,1.6,,,,
Pheasant Branch,USGS_5427948,8/9/1985,1.6,,,,
Pheasant Branch,USGS_5427948,8/10/1985,2.1,,,,
Pheasant Branch,USGS_5427948,8/11/1985,1.6,,,,
Pheasant Branch,USGS_5427948,8/12/1985,3.7,,,,
Pheasant Branch,USGS_5427948,8/13/1985,19,,,,
Pheasant Branch,USGS_5427948,8/14/1985,2.9,,,,
Pheasant Branch,USGS_5427948,8/15/1985,2.2,,,,
Pheasant Branch,USGS_5427948,8/16/1985,1.9,,,,
Pheasant Branch,USGS_5427948,8/17/1985,1.7,,,,
Pheasant Branch,USGS_5427948,8/18/1985,1.7,,,,
Pheasant Branch,USGS_5427948,8/19/1985,1.6,,,,
Pheasant Branch,USGS_5427948,8/20/1985,1.6,,,,
Pheasant Branch,USGS_5427948,8/21/1985,1.6,,,,
Pheasant Branch,USGS_5427948,8/22/1985,1.5,,,,
Pheasant Branch,USGS_5427948,8/23/1985,1.5,,,,
Pheasant Branch,USGS_5427948,8/24/1985,1.8,,,,
Pheasant Branch,USGS_5427948,8/25/1985,3.4,,,,
Pheasant Branch,USGS_5427948,8/26/1985,2,,,,
Pheasant Branch,USGS_5427948,8/27/1985,1.6,,,,
Pheasant Branch,USGS_5427948,8/28/1985,1.5,,,,
Pheasant Branch,USGS_5427948,8/29/1985,2.5,,,,
Pheasant Branch,USGS_5427948,8/30/1985,2,,,,
Pheasant Branch,USGS_5427948,8/31/1985,1.7,,,,
Pheasant Branch,USGS_5427948,9/1/1985,1.7,,,,
Pheasant Branch,USGS_5427948,9/2/1985,1.6,,,,
Pheasant Branch,USGS_5427948,9/3/1985,1.6,,,,
Pheasant Branch,USGS_5427948,9/4/1985,1.6,,,,
Pheasant Branch,USGS_5427948,9/5/1985,17,,,,
Pheasant Branch,USGS_5427948,9/6/1985,3.5,,,,
Pheasant Branch,USGS_5427948,9/7/1985,2.5,,,,
Pheasant Branch,USGS_5427948,9/8/1985,2.1,,,,
Pheasant Branch,USGS_5427948,9/9/1985,41,,,,
Pheasant Branch,USGS_5427948,9/10/1985,6.6,,,,
Pheasant Branch,USGS_5427948,9/11/1985,4,,,,
Pheasant Branch,USGS_5427948,9/12/1985,3.1,,,,
Pheasant Branch,USGS_5427948,9/13/1985,2.6,,,,
Pheasant Branch,USGS_5427948,9/14/1985,2.3,,,,
Pheasant Branch,USGS_5427948,9/15/1985,2.1,,,,
Pheasant Branch,USGS_5427948,9/16/1985,1.9,,,,
Pheasant Branch,USGS_5427948,9/17/1985,3,,,,
Pheasant Branch,USGS_5427948,9/18/1985,2,,,,
Pheasant Branch,USGS_5427948,9/19/1985,1.8,,,,
Pheasant Branch,USGS_5427948,9/20/1985,1.7,,,,
Pheasant Branch,USGS_5427948,9/21/1985,1.9,,,,
Pheasant Branch,USGS_5427948,9/22/1985,2.7,,,,
Pheasant Branch,USGS_5427948,9/23/1985,4.3,,,,
Pheasant Branch,USGS_5427948,9/24/1985,3.2,,,,
Pheasant Branch,USGS_5427948,9/25/1985,2.6,,,,
Pheasant Branch,USGS_5427948,9/26/1985,3.8,,,,
Pheasant Branch,USGS_5427948,9/27/1985,3.1,,,,
Pheasant Branch,USGS_5427948,9/28/1985,2.5,,,,
Pheasant Branch,USGS_5427948,9/29/1985,2.6,,,,
Pheasant Branch,USGS_5427948,9/30/1985,3.6,,,,
Pheasant Branch,USGS_5427948,10/1/1985,2.9,,,,
Pheasant Branch,USGS_5427948,10/2/1985,2.5,,,,
Pheasant Branch,USGS_5427948,10/3/1985,2.3,,,,
Pheasant Branch,USGS_5427948,10/4/1985,2.6,,,,
Pheasant Branch,USGS_5427948,10/5/1985,3.2,,,,
Pheasant Branch,USGS_5427948,10/6/1985,2.4,,,,
Pheasant Branch,USGS_5427948,10/7/1985,2.2,,,,
Pheasant Branch,USGS_5427948,10/8/1985,2.3,,,,
Pheasant Branch,USGS_5427948,10/9/1985,5.3,,,,
Pheasant Branch,USGS_5427948,10/10/1985,7.9,,,,
Pheasant Branch,USGS_5427948,10/11/1985,3.9,,,,
Pheasant Branch,USGS_5427948,10/12/1985,18,,,,
Pheasant Branch,USGS_5427948,10/13/1985,6.8,,,,
Pheasant Branch,USGS_5427948,10/14/1985,4,,,,
Pheasant Branch,USGS_5427948,10/15/1985,3.4,,,,
Pheasant Branch,USGS_5427948,10/16/1985,3,,,,
Pheasant Branch,USGS_5427948,10/17/1985,2.8,,,,
Pheasant Branch,USGS_5427948,10/18/1985,4.2,,,,
Pheasant Branch,USGS_5427948,10/19/1985,6.8,,,,
Pheasant Branch,USGS_5427948,10/20/1985,4.4,,,,
Pheasant Branch,USGS_5427948,10/21/1985,3.5,,,,
Pheasant Branch,USGS_5427948,10/22/1985,3.2,,,,
Pheasant Branch,USGS_5427948,10/23/1985,7.8,,,,
Pheasant Branch,USGS_5427948,10/24/1985,16,,,,
Pheasant Branch,USGS_5427948,10/25/1985,5.1,,,,
Pheasant Branch,USGS_5427948,10/26/1985,4,,,,
Pheasant Branch,USGS_5427948,10/27/1985,3.4,,,,
Pheasant Branch,USGS_5427948,10/28/1985,3.1,,,,
Pheasant Branch,USGS_5427948,10/29/1985,2.9,,,,
Pheasant Branch,USGS_5427948,10/30/1985,2.8,,,,
Pheasant Branch,USGS_5427948,10/31/1985,5.1,,,,
Pheasant Branch,USGS_5427948,11/1/1985,78,,,,
Pheasant Branch,USGS_5427948,11/2/1985,41,,,,
Pheasant Branch,USGS_5427948,11/3/1985,13,,,,
Pheasant Branch,USGS_5427948,11/4/1985,6.9,,,,
Pheasant Branch,USGS_5427948,11/5/1985,4.9,,,,
Pheasant Branch,USGS_5427948,11/6/1985,7,,,,
Pheasant Branch,USGS_5427948,11/7/1985,9,,,,
Pheasant Branch,USGS_5427948,11/8/1985,4.8,,,,
Pheasant Branch,USGS_5427948,11/9/1985,4.5,,,,
Pheasant Branch,USGS_5427948,11/10/1985,4.5,,,,
Pheasant Branch,USGS_5427948,11/11/1985,4.7,,,,
Pheasant Branch,USGS_5427948,11/12/1985,7.5,,,,
Pheasant Branch,USGS_5427948,11/13/1985,19,,,,
Pheasant Branch,USGS_5427948,11/14/1985,16,,,,
Pheasant Branch,USGS_5427948,11/15/1985,7.9,,,,
Pheasant Branch,USGS_5427948,11/16/1985,28,,,,
Pheasant Branch,USGS_5427948,11/17/1985,11,,,,
Pheasant Branch,USGS_5427948,11/18/1985,31,,,,
Pheasant Branch,USGS_5427948,11/19/1985,23,,,,
Pheasant Branch,USGS_5427948,11/20/1985,8.9,,,,
Pheasant Branch,USGS_5427948,11/21/1985,5.2,,,,
Pheasant Branch,USGS_5427948,11/22/1985,4.7,,,,
Pheasant Branch,USGS_5427948,11/23/1985,4.4,,,,
Pheasant Branch,USGS_5427948,11/24/1985,3.9,,,,
Pheasant Branch,USGS_5427948,11/25/1985,3.8,,,,
Pheasant Branch,USGS_5427948,11/26/1985,3.7,,,,
Pheasant Branch,USGS_5427948,11/27/1985,3.6,,,,
Pheasant Branch,USGS_5427948,11/28/1985,3.5,,,,
Pheasant Branch,USGS_5427948,11/29/1985,3,,,,
Pheasant Branch,USGS_5427948,11/30/1985,2.9,,,,
Pheasant Branch,USGS_5427948,12/1/1985,3,,,,
Pheasant Branch,USGS_5427948,12/2/1985,2,,,,
Pheasant Branch,USGS_5427948,12/3/1985,3.1,,,,
Pheasant Branch,USGS_5427948,12/4/1985,3.1,,,,
Pheasant Branch,USGS_5427948,12/5/1985,3.1,,,,
Pheasant Branch,USGS_5427948,12/6/1985,3.1,,,,
Pheasant Branch,USGS_5427948,12/7/1985,3.1,,,,
Pheasant Branch,USGS_5427948,12/8/1985,3.1,,,,
Pheasant Branch,USGS_5427948,12/9/1985,3.1,,,,
Pheasant Branch,USGS_5427948,12/10/1985,3.1,,,,
Pheasant Branch,USGS_5427948,12/11/1985,3.1,,,,
Pheasant Branch,USGS_5427948,12/12/1985,2.9,,,,
Pheasant Branch,USGS_5427948,12/13/1985,2.9,,,,
Pheasant Branch,USGS_5427948,12/14/1985,2.9,,,,
Pheasant Branch,USGS_5427948,12/15/1985,2.9,,,,
Pheasant Branch,USGS_5427948,12/16/1985,2.9,,,,
Pheasant Branch,USGS_5427948,12/17/1985,2.8,,,,
Pheasant Branch,USGS_5427948,12/18/1985,2.6,,,,
Pheasant Branch,USGS_5427948,12/19/1985,2.7,,,,
Pheasant Branch,USGS_5427948,12/20/1985,2.7,,,,
Pheasant Branch,USGS_5427948,12/21/1985,2.6,,,,
Pheasant Branch,USGS_5427948,12/22/1985,2.7,,,,
Pheasant Branch,USGS_5427948,12/23/1985,2.8,,,,
Pheasant Branch,USGS_5427948,12/24/1985,2.7,,,,
Pheasant Branch,USGS_5427948,12/25/1985,2.5,,,,
Pheasant Branch,USGS_5427948,12/26/1985,2.4,,,,
Pheasant Branch,USGS_5427948,12/27/1985,2.3,,,,
Pheasant Branch,USGS_5427948,12/28/1985,2.4,,,,
Pheasant Branch,USGS_5427948,12/29/1985,2.4,,,,
Pheasant Branch,USGS_5427948,12/30/1985,2.4,,,,
Pheasant Branch,USGS_5427948,12/31/1985,2.4,,,,
Pheasant Branch,USGS_5427948,1/1/1986,2.4,,,,
Pheasant Branch,USGS_5427948,1/2/1986,2.4,,,,
Pheasant Branch,USGS_5427948,1/3/1986,2.3,,,,
Pheasant Branch,USGS_5427948,1/4/1986,2.3,,,,
Pheasant Branch,USGS_5427948,1/5/1986,2.2,,,,
Pheasant Branch,USGS_5427948,1/6/1986,2.4,,,,
Pheasant Branch,USGS_5427948,1/7/1986,2.2,,,,
Pheasant Branch,USGS_5427948,1/8/1986,2.2,,,,
Pheasant Branch,USGS_5427948,1/9/1986,1.4,,,,
Pheasant Branch,USGS_5427948,1/10/1986,1.5,,,,
Pheasant Branch,USGS_5427948,1/11/1986,2.1,,,,
Pheasant Branch,USGS_5427948,1/12/1986,2.2,,,,
Pheasant Branch,USGS_5427948,1/13/1986,1.7,,,,
Pheasant Branch,USGS_5427948,1/14/1986,1.8,,,,
Pheasant Branch,USGS_5427948,1/15/1986,2.3,,,,
Pheasant Branch,USGS_5427948,1/16/1986,2.6,,,,
Pheasant Branch,USGS_5427948,1/17/1986,2.9,,,,
Pheasant Branch,USGS_5427948,1/18/1986,2.8,,,,
Pheasant Branch,USGS_5427948,1/19/1986,2.8,,,,
Pheasant Branch,USGS_5427948,1/20/1986,2.8,,,,
Pheasant Branch,USGS_5427948,1/21/1986,2.8,,,,
Pheasant Branch,USGS_5427948,1/22/1986,2.8,,,,
Pheasant Branch,USGS_5427948,1/23/1986,2.8,,,,
Pheasant Branch,USGS_5427948,1/24/1986,2.8,,,,
Pheasant Branch,USGS_5427948,1/25/1986,2.8,,,,
Pheasant Branch,USGS_5427948,1/26/1986,2.5,,,,
Pheasant Branch,USGS_5427948,1/27/1986,2.3,,,,
Pheasant Branch,USGS_5427948,1/28/1986,2.5,,,,
Pheasant Branch,USGS_5427948,1/29/1986,2.4,,,,
Pheasant Branch,USGS_5427948,1/30/1986,2.3,,,,
Pheasant Branch,USGS_5427948,1/31/1986,2.2,,,,
Pheasant Branch,USGS_5427948,2/1/1986,2.3,,,,
Pheasant Branch,USGS_5427948,2/2/1986,2.5,,,,
Pheasant Branch,USGS_5427948,2/3/1986,2.5,,,,
Pheasant Branch,USGS_5427948,2/4/1986,5.3,,,,
Pheasant Branch,USGS_5427948,2/5/1986,11,,,,
Pheasant Branch,USGS_5427948,2/6/1986,7.7,,,,
Pheasant Branch,USGS_5427948,2/7/1986,5.9,,,,
Pheasant Branch,USGS_5427948,2/8/1986,5.1,,,,
Pheasant Branch,USGS_5427948,2/9/1986,4.8,,,,
Pheasant Branch,USGS_5427948,2/10/1986,4.3,,,,
Pheasant Branch,USGS_5427948,2/11/1986,3.9,,,,
Pheasant Branch,USGS_5427948,2/12/1986,3.5,,,,
Pheasant Branch,USGS_5427948,2/13/1986,3.1,,,,
Pheasant Branch,USGS_5427948,2/14/1986,3,,,,
Pheasant Branch,USGS_5427948,2/15/1986,2.7,,,,
Pheasant Branch,USGS_5427948,2/16/1986,2.8,,,,
Pheasant Branch,USGS_5427948,2/17/1986,2.7,,,,
Pheasant Branch,USGS_5427948,2/18/1986,2.7,,,,
Pheasant Branch,USGS_5427948,2/19/1986,2.7,,,,
Pheasant Branch,USGS_5427948,2/20/1986,2.9,,,,
Pheasant Branch,USGS_5427948,2/21/1986,2.6,,,,
Pheasant Branch,USGS_5427948,2/22/1986,2.5,,,,
Pheasant Branch,USGS_5427948,2/23/1986,2.4,,,,
Pheasant Branch,USGS_5427948,2/24/1986,2.3,,,,
Pheasant Branch,USGS_5427948,2/25/1986,2.4,,,,
Pheasant Branch,USGS_5427948,2/26/1986,2.4,,,,
Pheasant Branch,USGS_5427948,2/27/1986,2.5,,,,
Pheasant Branch,USGS_5427948,2/28/1986,2.3,,,,
Pheasant Branch,USGS_5427948,3/1/1986,2.4,,,,
Pheasant Branch,USGS_5427948,3/2/1986,2.5,,,,
Pheasant Branch,USGS_5427948,3/3/1986,2.7,,,,
Pheasant Branch,USGS_5427948,3/4/1986,2.9,,,,
Pheasant Branch,USGS_5427948,3/5/1986,3.1,,,,
Pheasant Branch,USGS_5427948,3/6/1986,3.1,,,,
Pheasant Branch,USGS_5427948,3/7/1986,2.8,,,,
Pheasant Branch,USGS_5427948,3/8/1986,2.8,,,,
Pheasant Branch,USGS_5427948,3/9/1986,2.8,,,,
Pheasant Branch,USGS_5427948,3/10/1986,19,,,,
Pheasant Branch,USGS_5427948,3/11/1986,20,,,,
